,article_id,challenging,no_effect,reinforcing,split_label,concat_results,concat_results_binary,majority,distribution_CRNe
239,1689127.txt,0.0,3.0,0.0,train,003,FalseFalseTrue,no_effect,"[0.0, 0.0, 1.0]"
240,1689974.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
241,1690129.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
242,1690131.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
243,1690315.txt,1.0,0.0,2.0,train,120,TrueTrueFalse,reinforcing,"[0.333, 0.667, 0.0]"
244,1690317.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
245,1690553.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
246,1690554.txt,0.0,3.0,0.0,train,003,FalseFalseTrue,no_effect,"[0.0, 0.0, 1.0]"
247,1690824.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
248,1690826.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
249,1691684.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
250,1691686.txt,1.0,0.0,2.0,train,120,TrueTrueFalse,reinforcing,"[0.333, 0.667, 0.0]"
251,1691840.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
252,1691841.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
253,1692082.txt,1.0,0.0,2.0,train,120,TrueTrueFalse,reinforcing,"[0.333, 0.667, 0.0]"
254,1692083.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
255,1692293.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
256,1692296.txt,1.0,2.0,0.0,train,102,TrueFalseTrue,no_effect,"[0.333, 0.0, 0.667]"
257,1692524.txt,2.0,0.0,1.0,train,210,TrueTrueFalse,challenging,"[0.667, 0.333, 0.0]"
258,1693488.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
259,1693703.txt,1.0,2.0,0.0,train,102,TrueFalseTrue,no_effect,"[0.333, 0.0, 0.667]"
260,1693956.txt,1.0,2.0,0.0,train,102,TrueFalseTrue,no_effect,"[0.333, 0.0, 0.667]"
261,1694155.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
262,1694157.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
263,1695022.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
264,1695196.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
265,1695197.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
266,1695398.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
267,1695400.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
268,1695804.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
269,1696966.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
270,1696967.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
271,1697144.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
272,1697145.txt,0.0,3.0,0.0,train,003,FalseFalseTrue,no_effect,"[0.0, 0.0, 1.0]"
273,1697367.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
274,1697369.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
275,1698360.txt,2.0,1.0,0.0,train,201,TrueFalseTrue,challenging,"[0.667, 0.0, 0.333]"
276,1698567.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
277,1698568.txt,1.0,2.0,0.0,train,102,TrueFalseTrue,no_effect,"[0.333, 0.0, 0.667]"
278,1698569.txt,2.0,1.0,0.0,train,201,TrueFalseTrue,challenging,"[0.667, 0.0, 0.333]"
279,1698793.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
280,1700114.txt,0.0,3.0,0.0,train,003,FalseFalseTrue,no_effect,"[0.0, 0.0, 1.0]"
281,1700341.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
282,1700342.txt,2.0,0.0,1.0,train,210,TrueTrueFalse,challenging,"[0.667, 0.333, 0.0]"
283,1700343.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
284,1700572.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
285,1700573.txt,1.0,2.0,0.0,train,102,TrueFalseTrue,no_effect,"[0.333, 0.0, 0.667]"
286,1701533.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
287,1701711.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
288,1701712.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
289,1702471.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
290,1702472.txt,0.0,3.0,0.0,train,003,FalseFalseTrue,no_effect,"[0.0, 0.0, 1.0]"
291,1703657.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
292,1703658.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
293,1703896.txt,1.0,2.0,0.0,train,102,TrueFalseTrue,no_effect,"[0.333, 0.0, 0.667]"
294,1703898.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
295,1704104.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
296,1704105.txt,1.0,2.0,0.0,train,102,TrueFalseTrue,no_effect,"[0.333, 0.0, 0.667]"
297,1705552.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
298,1705817.txt,0.0,3.0,0.0,train,003,FalseFalseTrue,no_effect,"[0.0, 0.0, 1.0]"
299,1706049.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
300,1706936.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
301,1706937.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
302,1707132.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
303,1707328.txt,1.0,2.0,0.0,train,102,TrueFalseTrue,no_effect,"[0.333, 0.0, 0.667]"
304,1707329.txt,1.0,0.0,2.0,train,120,TrueTrueFalse,reinforcing,"[0.333, 0.667, 0.0]"
305,1707578.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
306,1707871.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
307,1708815.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
308,1708890.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
309,1709092.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
310,1709093.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
311,1709518.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
312,1710401.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
313,1710557.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
314,1710558.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
315,1710559.txt,1.0,2.0,0.0,train,102,TrueFalseTrue,no_effect,"[0.333, 0.0, 0.667]"
316,1710770.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
317,1711254.txt,2.0,0.0,1.0,train,210,TrueTrueFalse,challenging,"[0.667, 0.333, 0.0]"
318,1712276.txt,0.0,3.0,0.0,train,003,FalseFalseTrue,no_effect,"[0.0, 0.0, 1.0]"
319,1712278.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
320,1712751.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
321,1712752.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
322,1713042.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
323,1713893.txt,1.0,0.0,2.0,train,120,TrueTrueFalse,reinforcing,"[0.333, 0.667, 0.0]"
324,1714337.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
325,1714808.txt,1.0,0.0,2.0,train,120,TrueTrueFalse,reinforcing,"[0.333, 0.667, 0.0]"
326,1715766.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
327,1715949.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
328,1716223.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
329,1716224.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
330,1716396.txt,0.0,3.0,0.0,train,003,FalseFalseTrue,no_effect,"[0.0, 0.0, 1.0]"
331,1716685.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
332,1716687.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
333,1717576.txt,1.0,0.0,2.0,train,120,TrueTrueFalse,reinforcing,"[0.333, 0.667, 0.0]"
334,1718227.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
335,1718228.txt,1.0,0.0,2.0,train,120,TrueTrueFalse,reinforcing,"[0.333, 0.667, 0.0]"
336,1718469.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
337,1719368.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
338,1719545.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
339,1719547.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
340,1719768.txt,1.0,0.0,2.0,train,120,TrueTrueFalse,reinforcing,"[0.333, 0.667, 0.0]"
341,1720894.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
342,1721070.txt,3.0,0.0,0.0,train,300,TrueFalseFalse,challenging,"[1.0, 0.0, 0.0]"
343,1721282.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
344,1721283.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
345,1721721.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
346,1721722.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
347,1722640.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
348,1722828.txt,1.0,0.0,2.0,train,120,TrueTrueFalse,reinforcing,"[0.333, 0.667, 0.0]"
349,1723264.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
350,1723471.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
351,1724607.txt,1.0,0.0,2.0,train,120,TrueTrueFalse,reinforcing,"[0.333, 0.667, 0.0]"
352,1725082.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
353,1725310.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
354,1725312.txt,1.0,2.0,0.0,train,102,TrueFalseTrue,no_effect,"[0.333, 0.0, 0.667]"
355,1726107.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
356,1726295.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
357,1726502.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
358,1726505.txt,0.0,3.0,0.0,train,003,FalseFalseTrue,no_effect,"[0.0, 0.0, 1.0]"
359,1726728.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
360,1726912.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
361,1726913.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
362,1727837.txt,2.0,0.0,1.0,train,210,TrueTrueFalse,challenging,"[0.667, 0.333, 0.0]"
363,1736948.txt,1.0,2.0,0.0,train,102,TrueFalseTrue,no_effect,"[0.333, 0.0, 0.667]"
364,1737001.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
365,1737394.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
366,1737396.txt,0.0,3.0,0.0,train,003,FalseFalseTrue,no_effect,"[0.0, 0.0, 1.0]"
367,1738759.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
368,1738760.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
369,1740531.txt,1.0,0.0,2.0,train,120,TrueTrueFalse,reinforcing,"[0.333, 0.667, 0.0]"
370,1740534.txt,1.0,0.0,2.0,train,120,TrueTrueFalse,reinforcing,"[0.333, 0.667, 0.0]"
371,1741150.txt,2.0,0.0,1.0,train,210,TrueTrueFalse,challenging,"[0.667, 0.333, 0.0]"
372,1741151.txt,1.0,0.0,2.0,train,120,TrueTrueFalse,reinforcing,"[0.333, 0.667, 0.0]"
373,1742594.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
374,1742656.txt,0.0,3.0,0.0,train,003,FalseFalseTrue,no_effect,"[0.0, 0.0, 1.0]"
375,1742722.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
376,1744037.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
377,1744408.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
378,1744435.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
379,1744436.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
380,1745746.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
381,1745747.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
382,1746264.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
383,1747588.txt,1.0,0.0,2.0,train,120,TrueTrueFalse,reinforcing,"[0.333, 0.667, 0.0]"
384,1747589.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
385,1747905.txt,1.0,2.0,0.0,train,102,TrueFalseTrue,no_effect,"[0.333, 0.0, 0.667]"
386,1747944.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
387,1748065.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
388,1749347.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
389,1749651.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
390,1749674.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
391,1749766.txt,1.0,2.0,0.0,train,102,TrueFalseTrue,no_effect,"[0.333, 0.0, 0.667]"
392,1749767.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
393,1749823.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
394,1751073.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
395,1751076.txt,0.0,3.0,0.0,train,003,FalseFalseTrue,no_effect,"[0.0, 0.0, 1.0]"
396,1751451.txt,0.0,3.0,0.0,train,003,FalseFalseTrue,no_effect,"[0.0, 0.0, 1.0]"
397,1751587.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
398,1752831.txt,0.0,3.0,0.0,train,003,FalseFalseTrue,no_effect,"[0.0, 0.0, 1.0]"
399,1753129.txt,1.0,0.0,2.0,train,120,TrueTrueFalse,reinforcing,"[0.333, 0.667, 0.0]"
400,1753130.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
401,1753151.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
402,1753168.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
403,1753262.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
404,1753263.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
405,1754523.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
406,1754722.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
407,1754723.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
408,1754767.txt,2.0,1.0,0.0,train,201,TrueFalseTrue,challenging,"[0.667, 0.0, 0.333]"
409,1755048.txt,0.0,3.0,0.0,train,003,FalseFalseTrue,no_effect,"[0.0, 0.0, 1.0]"
410,1756113.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
411,1756361.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
412,1756362.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
413,1756401.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
414,1756402.txt,0.0,3.0,0.0,train,003,FalseFalseTrue,no_effect,"[0.0, 0.0, 1.0]"
415,1756489.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
416,1757854.txt,0.0,3.0,0.0,train,003,FalseFalseTrue,no_effect,"[0.0, 0.0, 1.0]"
417,1758107.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
418,1758108.txt,2.0,0.0,1.0,train,210,TrueTrueFalse,challenging,"[0.667, 0.333, 0.0]"
419,1758149.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
420,1758221.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
421,1758222.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
422,1758258.txt,0.0,3.0,0.0,train,003,FalseFalseTrue,no_effect,"[0.0, 0.0, 1.0]"
423,1759538.txt,1.0,0.0,2.0,train,120,TrueTrueFalse,reinforcing,"[0.333, 0.667, 0.0]"
424,1759539.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
425,1759833.txt,1.0,0.0,2.0,train,120,TrueTrueFalse,reinforcing,"[0.333, 0.667, 0.0]"
426,1759853.txt,1.0,0.0,2.0,train,120,TrueTrueFalse,reinforcing,"[0.333, 0.667, 0.0]"
427,1759881.txt,0.0,3.0,0.0,train,003,FalseFalseTrue,no_effect,"[0.0, 0.0, 1.0]"
428,1759956.txt,1.0,0.0,2.0,train,120,TrueTrueFalse,reinforcing,"[0.333, 0.667, 0.0]"
429,1760006.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
430,1761247.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
431,1761531.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
432,1761532.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
433,1761556.txt,1.0,0.0,2.0,train,120,TrueTrueFalse,reinforcing,"[0.333, 0.667, 0.0]"
434,1761661.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
435,1761706.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
436,1761788.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
437,1762962.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
438,1762963.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
439,1763302.txt,1.0,2.0,0.0,train,102,TrueFalseTrue,no_effect,"[0.333, 0.0, 0.667]"
440,1764594.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
441,1764595.txt,1.0,0.0,2.0,train,120,TrueTrueFalse,reinforcing,"[0.333, 0.667, 0.0]"
442,1764885.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
443,1764904.txt,0.0,3.0,0.0,train,003,FalseFalseTrue,no_effect,"[0.0, 0.0, 1.0]"
444,1764993.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
445,1765021.txt,0.0,3.0,0.0,train,003,FalseFalseTrue,no_effect,"[0.0, 0.0, 1.0]"
446,1766213.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
447,1766214.txt,0.0,3.0,0.0,train,003,FalseFalseTrue,no_effect,"[0.0, 0.0, 1.0]"
448,1766546.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
449,1766581.txt,1.0,2.0,0.0,train,102,TrueFalseTrue,no_effect,"[0.333, 0.0, 0.667]"
450,1766604.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
451,1766684.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
452,1766720.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
453,1767931.txt,0.0,3.0,0.0,train,003,FalseFalseTrue,no_effect,"[0.0, 0.0, 1.0]"
454,1767932.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
455,1768173.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
456,1768174.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
457,1768201.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
458,1768230.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
459,1768328.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
460,1768329.txt,0.0,3.0,0.0,train,003,FalseFalseTrue,no_effect,"[0.0, 0.0, 1.0]"
461,1768473.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
462,1769625.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
463,1769942.txt,1.0,0.0,2.0,train,120,TrueTrueFalse,reinforcing,"[0.333, 0.667, 0.0]"
464,1770168.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
465,1771313.txt,1.0,0.0,2.0,train,120,TrueTrueFalse,reinforcing,"[0.333, 0.667, 0.0]"
466,1771348.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
467,1771560.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
468,1771580.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
469,1771676.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
470,1771677.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
471,1772322.txt,0.0,3.0,0.0,train,003,FalseFalseTrue,no_effect,"[0.0, 0.0, 1.0]"
472,1773178.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
473,1773203.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
474,1773206.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
475,1773216.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
476,1773217.txt,0.0,3.0,0.0,train,003,FalseFalseTrue,no_effect,"[0.0, 0.0, 1.0]"
477,1773316.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
478,1773358.txt,0.0,3.0,0.0,train,003,FalseFalseTrue,no_effect,"[0.0, 0.0, 1.0]"
